,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
1155,10,5,4,3,3,5,5,4,4,4,2,4,0,0,0,0,0,0
1156,10,5,4,4,3,5,5,4,4,4,2,4,0,0,0,0,0,0
1157,10,5,4,4,3,5,5,4,4,4,2,4,0,0,0,0,0,0
1158,10,5,4,4,3,3,5,4,4,4,2,4,0,0,0,0,0,0
1159,10,5,4,4,3,3,5,4,4,4,2,4,0,0,0,0,0,0
1160,8,3,5,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0
1161,8,3,5,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0
1162,8,5,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0
1163,8,3,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0
1164,8,3,5,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0
1165,8,3,5,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0
1166,8,3,5,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0
1167,8,3,5,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0
1168,8,3,5,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0
1169,8,3,5,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0
1170,38,2,4,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0
1171,38,2,4,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0
1172,38,4,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1173,38,2,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,38,2,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1175,38,2,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1176,38,2,4,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0
1177,38,2,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1178,38,2,4,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0
1179,38,2,4,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0
1180,9,5,3,5,6,4,4,0,0,0,0,0,0,0,0,0,0,0
1181,9,5,3,5,6,4,4,0,0,0,0,0,0,0,0,0,0,0
1182,9,3,5,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0
1183,9,5,5,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0
1184,9,5,3,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0
1185,9,5,3,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0
1186,9,5,3,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0
1187,9,5,3,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0
1188,9,5,3,5,6,4,4,0,0,0,0,0,0,0,0,0,0,0
1189,9,5,3,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0
1190,11,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1191,11,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1192,11,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1193,11,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1194,11,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1195,11,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,11,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1197,11,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1198,11,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1199,11,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1200,21,6,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1201,21,6,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1202,21,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1203,21,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1204,21,6,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1205,21,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,21,6,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1207,21,6,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1208,21,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1209,21,6,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1210,4,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0
1211,4,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0
1212,4,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
1213,4,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
1214,4,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
1215,4,3,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0
1216,4,3,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0
1217,4,3,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0
1218,4,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0
1219,4,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0
1220,13,3,7,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0
1221,13,3,7,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0
1222,13,7,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1223,13,3,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1224,13,3,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1225,13,3,7,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1226,13,3,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1227,13,3,7,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1228,13,3,7,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0
1229,13,3,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1230,27,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1231,27,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1232,27,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1233,27,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1234,27,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1235,27,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1236,27,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1237,27,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1238,27,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1239,27,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1240,2,4,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1241,2,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1242,2,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1243,2,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1244,2,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1245,2,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1246,2,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1247,2,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1248,2,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1249,2,4,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1250,5,5,3,4,5,4,7,0,0,0,0,0,0,0,0,0,0,0
1251,5,5,4,5,4,7,0,0,0,0,0,0,0,0,0,0,0,0
1252,5,5,3,5,4,7,0,0,0,0,0,0,0,0,0,0,0,0
1253,5,5,3,4,4,7,0,0,0,0,0,0,0,0,0,0,0,0
1254,5,5,3,4,5,7,0,0,0,0,0,0,0,0,0,0,0,0
1255,5,5,3,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0
1256,5,3,4,5,4,7,0,0,0,0,0,0,0,0,0,0,0,0
1257,5,5,4,5,4,7,0,0,0,0,0,0,0,0,0,0,0,0
1258,5,5,3,5,4,7,0,0,0,0,0,0,0,0,0,0,0,0
1259,5,5,3,4,4,7,0,0,0,0,0,0,0,0,0,0,0,0
1260,6,1,5,3,5,4,4,4,0,0,0,0,0,0,0,0,0,0
1261,6,5,3,5,4,4,4,0,0,0,0,0,0,0,0,0,0,0
1262,6,1,3,5,4,4,4,0,0,0,0,0,0,0,0,0,0,0
1263,6,1,5,5,4,4,4,0,0,0,0,0,0,0,0,0,0,0
1264,6,1,5,3,4,4,4,0,0,0,0,0,0,0,0,0,0,0
1265,6,1,5,3,5,4,4,0,0,0,0,0,0,0,0,0,0,0
1266,6,1,5,3,5,4,4,0,0,0,0,0,0,0,0,0,0,0
1267,6,1,5,3,5,4,4,0,0,0,0,0,0,0,0,0,0,0
1268,6,1,5,3,5,4,4,4,0,0,0,0,0,0,0,0,0,0
1269,6,1,5,3,5,4,4,4,0,0,0,0,0,0,0,0,0,0
1270,0,1,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1271,0,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1272,0,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1273,0,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1274,0,1,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1275,0,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1276,0,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1277,0,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1278,0,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1279,0,1,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1280,15,5,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0
1281,15,5,5,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0
1282,15,5,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0
1283,15,5,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0
1284,15,5,5,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0
1285,15,5,5,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0
1286,15,5,5,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0
1287,15,5,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0
1288,15,5,5,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0
1289,15,5,5,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0
1290,23,3,6,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1291,23,6,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1292,23,3,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1293,23,3,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1294,23,3,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1295,23,3,6,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1296,23,3,6,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1297,23,6,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1298,23,3,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1299,23,3,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300,12,4,3,5,2,5,5,4,4,5,4,0,0,0,0,0,0,0
1301,12,4,3,5,2,5,5,4,4,5,4,0,0,0,0,0,0,0
1302,12,3,5,2,5,5,4,4,5,4,0,0,0,0,0,0,0,0
1303,12,4,5,2,5,5,4,4,5,4,0,0,0,0,0,0,0,0
1304,12,4,3,2,5,5,4,4,5,4,0,0,0,0,0,0,0,0
1305,12,4,3,5,5,5,4,4,5,4,0,0,0,0,0,0,0,0
1306,12,4,3,5,2,5,4,4,5,4,0,0,0,0,0,0,0,0
1307,12,4,3,5,2,5,4,4,5,4,0,0,0,0,0,0,0,0
1308,12,4,3,5,2,5,5,4,5,4,0,0,0,0,0,0,0,0
1309,12,4,3,5,2,5,5,4,5,4,0,0,0,0,0,0,0,0
1310,39,5,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1311,39,5,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1312,39,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1313,39,5,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1314,39,5,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1315,39,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1316,39,5,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1317,39,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1318,39,5,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1319,39,5,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320,30,4,4,7,4,5,4,0,0,0,0,0,0,0,0,0,0,0
1321,30,4,7,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0
1322,30,4,7,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0
1323,30,4,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0
1324,30,4,4,7,5,4,0,0,0,0,0,0,0,0,0,0,0,0
1325,30,4,4,7,4,4,0,0,0,0,0,0,0,0,0,0,0,0
1326,30,4,4,7,4,5,0,0,0,0,0,0,0,0,0,0,0,0
1327,30,4,4,7,4,5,4,0,0,0,0,0,0,0,0,0,0,0
1328,30,4,7,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0
1329,30,4,7,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0
1330,14,3,7,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0
1331,14,7,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1332,14,3,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1333,14,3,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1334,14,3,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1335,14,3,7,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1336,14,3,7,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0
1337,14,7,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1338,14,3,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1339,14,3,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1340,29,3,5,3,5,4,4,3,2,3,0,0,0,0,0,0,0,0
1341,29,5,3,5,4,4,3,2,3,0,0,0,0,0,0,0,0,0
1342,29,3,3,5,4,4,3,2,3,0,0,0,0,0,0,0,0,0
1343,29,3,5,5,4,4,3,2,3,0,0,0,0,0,0,0,0,0
1344,29,3,5,3,4,4,3,2,3,0,0,0,0,0,0,0,0,0
1345,29,3,5,3,5,4,3,2,3,0,0,0,0,0,0,0,0,0
1346,29,3,5,3,5,4,3,2,3,0,0,0,0,0,0,0,0,0
1347,29,3,5,3,5,4,4,2,3,0,0,0,0,0,0,0,0,0
1348,29,3,5,3,5,4,4,3,3,0,0,0,0,0,0,0,0,0
1349,29,3,5,3,5,4,4,3,2,0,0,0,0,0,0,0,0,0
1350,19,3,7,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0
1351,19,3,7,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0
1352,19,7,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1353,19,3,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1354,19,3,7,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1355,19,3,7,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1356,19,3,7,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1357,19,3,7,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0
1358,19,7,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1359,19,3,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1360,24,5,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1361,24,5,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1362,24,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1363,24,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1364,24,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1365,24,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1366,24,5,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1367,24,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1368,24,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1369,24,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1370,32,1,5,4,3,7,3,4,4,0,0,0,0,0,0,0,0,0
1371,32,1,5,4,3,7,3,4,4,0,0,0,0,0,0,0,0,0
1372,32,5,4,3,7,3,4,4,0,0,0,0,0,0,0,0,0,0
1373,32,1,4,3,7,3,4,4,0,0,0,0,0,0,0,0,0,0
1374,32,1,5,3,7,3,4,4,0,0,0,0,0,0,0,0,0,0
1375,32,1,5,4,7,3,4,4,0,0,0,0,0,0,0,0,0,0
1376,32,1,5,4,3,3,4,4,0,0,0,0,0,0,0,0,0,0
1377,32,1,5,4,3,7,4,4,0,0,0,0,0,0,0,0,0,0
1378,32,1,5,4,3,7,3,4,0,0,0,0,0,0,0,0,0,0
1379,32,1,5,4,3,7,3,4,0,0,0,0,0,0,0,0,0,0
1380,1,3,5,7,3,3,5,2,0,0,0,0,0,0,0,0,0,0
1381,1,3,5,7,3,3,5,6,2,0,0,0,0,0,0,0,0,0
1382,1,3,5,7,3,3,5,6,2,0,0,0,0,0,0,0,0,0
1383,1,5,7,3,3,5,6,2,0,0,0,0,0,0,0,0,0,0
1384,1,3,7,3,3,5,6,2,0,0,0,0,0,0,0,0,0,0
1385,1,3,5,3,3,5,6,2,0,0,0,0,0,0,0,0,0,0
1386,1,3,5,7,3,5,6,2,0,0,0,0,0,0,0,0,0,0
1387,1,3,5,7,3,5,6,2,0,0,0,0,0,0,0,0,0,0
1388,1,3,5,7,3,3,6,2,0,0,0,0,0,0,0,0,0,0
1389,1,3,5,7,3,3,5,2,0,0,0,0,0,0,0,0,0,0
1390,18,1,3,4,2,7,3,4,5,6,6,3,0,0,0,0,0,0
1391,18,3,4,2,7,3,4,5,6,6,3,0,0,0,0,0,0,0
1392,18,1,4,2,7,3,4,5,6,6,3,0,0,0,0,0,0,0
1393,18,1,3,2,7,3,4,5,6,6,3,0,0,0,0,0,0,0
1394,18,1,3,4,7,3,4,5,6,6,3,0,0,0,0,0,0,0
1395,18,1,3,4,2,3,4,5,6,6,3,0,0,0,0,0,0,0
1396,18,1,3,4,2,7,4,5,6,6,3,0,0,0,0,0,0,0
1397,18,1,3,4,2,7,3,5,6,6,3,0,0,0,0,0,0,0
1398,18,1,3,4,2,7,3,4,6,6,3,0,0,0,0,0,0,0
1399,18,1,3,4,2,7,3,4,5,6,3,0,0,0,0,0,0,0
1400,34,3,3,3,5,4,7,3,5,4,4,3,2,3,0,0,0,0
1401,34,3,3,3,5,4,7,3,5,4,4,3,6,3,0,0,0,0
1402,34,3,3,3,5,4,7,3,5,4,4,3,6,2,0,0,0,0
1403,34,3,3,3,5,4,7,3,5,4,4,3,6,2,3,0,0,0
1404,34,3,3,5,4,7,3,5,4,4,3,6,2,3,0,0,0,0
1405,34,3,3,5,4,7,3,5,4,4,3,6,2,3,0,0,0,0
1406,34,3,3,5,4,7,3,5,4,4,3,6,2,3,0,0,0,0
1407,34,3,3,3,4,7,3,5,4,4,3,6,2,3,0,0,0,0
1408,34,3,3,3,5,7,3,5,4,4,3,6,2,3,0,0,0,0
1409,34,3,3,3,5,4,3,5,4,4,3,6,2,3,0,0,0,0
1410,25,3,5,4,7,5,4,4,6,5,4,0,0,0,0,0,0,0
1411,25,3,5,4,7,3,4,4,6,5,4,0,0,0,0,0,0,0
1412,25,3,5,4,7,3,5,4,6,5,4,0,0,0,0,0,0,0
1413,25,3,5,4,7,3,5,4,6,5,4,0,0,0,0,0,0,0
1414,25,3,5,4,7,3,5,4,4,5,4,0,0,0,0,0,0,0
1415,25,3,5,4,7,3,5,4,4,6,4,0,0,0,0,0,0,0
1416,25,3,5,4,7,3,5,4,4,6,5,0,0,0,0,0,0,0
1417,25,3,5,4,7,3,5,4,4,6,5,4,0,0,0,0,0,0
1418,25,3,5,4,7,3,5,4,4,6,5,4,0,0,0,0,0,0
1419,25,3,4,7,3,5,4,4,6,5,4,0,0,0,0,0,0,0
1420,7,3,5,3,4,5,4,4,6,5,4,2,0,0,0,0,0,0
1421,7,3,5,3,4,5,4,4,6,5,4,2,0,0,0,0,0,0
1422,7,5,3,4,5,4,4,6,5,4,2,0,0,0,0,0,0,0
1423,7,3,3,4,5,4,4,6,5,4,2,0,0,0,0,0,0,0
1424,7,3,5,4,5,4,4,6,5,4,2,0,0,0,0,0,0,0
1425,7,3,5,3,5,4,4,6,5,4,2,0,0,0,0,0,0,0
1426,7,3,5,3,4,4,4,6,5,4,2,0,0,0,0,0,0,0
1427,7,3,5,3,4,5,4,6,5,4,2,0,0,0,0,0,0,0
1428,7,3,5,3,4,5,4,6,5,4,2,0,0,0,0,0,0,0
1429,7,3,5,3,4,5,4,4,5,4,2,0,0,0,0,0,0,0
1430,26,1,4,2,3,4,4,4,4,4,6,5,2,0,0,0,0,0
1431,26,1,4,2,3,4,4,4,4,4,6,5,2,0,0,0,0,0
1432,26,4,2,3,4,4,4,4,4,6,5,2,0,0,0,0,0,0
1433,26,1,2,3,4,4,4,4,4,6,5,2,0,0,0,0,0,0
1434,26,1,4,3,4,4,4,4,4,6,5,2,0,0,0,0,0,0
1435,26,1,4,2,4,4,4,4,4,6,5,2,0,0,0,0,0,0
1436,26,1,4,2,3,4,4,4,4,6,5,2,0,0,0,0,0,0
1437,26,1,4,2,3,4,4,4,4,6,5,2,0,0,0,0,0,0
1438,26,1,4,2,3,4,4,4,4,6,5,2,0,0,0,0,0,0
1439,26,1,4,2,3,4,4,4,4,6,5,2,0,0,0,0,0,0
1440,28,4,3,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0
1441,28,4,3,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0
1442,28,3,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0
1443,28,4,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0
1444,28,4,3,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0
1445,28,4,3,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0
1446,28,4,3,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0
1447,28,4,3,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0
1448,28,4,3,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0
1449,28,4,3,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0
1450,35,3,5,4,3,4,5,4,4,4,0,0,0,0,0,0,0,0
1451,35,5,4,3,4,5,4,4,4,0,0,0,0,0,0,0,0,0
1452,35,3,4,3,4,5,4,4,4,0,0,0,0,0,0,0,0,0
1453,35,3,5,3,4,5,4,4,4,0,0,0,0,0,0,0,0,0
1454,35,3,5,4,4,5,4,4,4,0,0,0,0,0,0,0,0,0
1455,35,3,5,4,3,5,4,4,4,0,0,0,0,0,0,0,0,0
1456,35,3,5,4,3,4,4,4,4,0,0,0,0,0,0,0,0,0
1457,35,3,5,4,3,4,5,4,4,0,0,0,0,0,0,0,0,0
1458,35,3,5,4,3,4,5,4,4,0,0,0,0,0,0,0,0,0
1459,35,3,5,4,3,4,5,4,4,0,0,0,0,0,0,0,0,0
1460,33,3,5,4,7,3,4,5,4,4,4,7,6,0,0,0,0,0
1461,33,3,5,4,7,3,4,5,4,4,4,6,7,6,0,0,0,0
1462,33,3,5,4,7,3,4,5,4,4,4,6,7,6,0,0,0,0
1463,33,5,4,7,3,4,5,4,4,4,6,7,6,0,0,0,0,0
1464,33,3,4,7,3,4,5,4,4,4,6,7,6,0,0,0,0,0
1465,33,3,5,7,3,4,5,4,4,4,6,7,6,0,0,0,0,0
1466,33,3,5,4,3,4,5,4,4,4,6,7,6,0,0,0,0,0
1467,33,3,5,4,7,4,5,4,4,4,6,7,6,0,0,0,0,0
1468,33,3,5,4,7,3,5,4,4,4,6,7,6,0,0,0,0,0
1469,33,3,5,4,7,3,4,4,4,4,6,7,6,0,0,0,0,0
1470,31,5,3,4,7,4,5,6,0,0,0,0,0,0,0,0,0,0
1471,31,5,3,4,7,4,5,6,0,0,0,0,0,0,0,0,0,0
1472,31,3,4,7,4,5,6,0,0,0,0,0,0,0,0,0,0,0
1473,31,5,4,7,4,5,6,0,0,0,0,0,0,0,0,0,0,0
1474,31,5,3,7,4,5,6,0,0,0,0,0,0,0,0,0,0,0
1475,31,5,3,4,4,5,6,0,0,0,0,0,0,0,0,0,0,0
1476,31,5,3,4,7,5,6,0,0,0,0,0,0,0,0,0,0,0
1477,31,5,3,4,7,4,6,0,0,0,0,0,0,0,0,0,0,0
1478,31,5,3,4,7,4,5,0,0,0,0,0,0,0,0,0,0,0
1479,31,5,3,4,7,4,5,6,0,0,0,0,0,0,0,0,0,0
1480,40,3,5,4,3,4,7,4,3,4,5,4,6,6,5,7,5,0
1481,40,3,5,4,3,4,7,4,3,4,5,4,6,6,5,7,5,0
1482,40,5,4,3,4,7,4,3,4,5,4,6,6,5,7,5,0,0
1483,40,3,4,3,4,7,4,3,4,5,4,6,6,5,7,5,0,0
1484,40,3,5,3,4,7,4,3,4,5,4,6,6,5,7,5,0,0
1485,40,3,5,4,4,7,4,3,4,5,4,6,6,5,7,5,0,0
1486,40,3,5,4,3,7,4,3,4,5,4,6,6,5,7,5,0,0
1487,40,3,5,4,3,4,4,3,4,5,4,6,6,5,7,5,0,0
1488,40,3,5,4,3,4,7,3,4,5,4,6,6,5,7,5,0,0
1489,40,3,5,4,3,4,7,4,4,5,4,6,6,5,7,5,0,0
1490,17,4,3,4,4,7,3,6,6,5,4,5,4,5,5,7,3,2
1491,17,4,3,4,4,7,3,6,6,5,4,5,4,5,5,7,3,2
1492,17,3,4,4,7,3,6,6,5,4,5,4,5,5,7,3,2,0
1493,17,4,4,4,7,3,6,6,5,4,5,4,5,5,7,3,2,0
1494,17,4,3,4,7,3,6,6,5,4,5,4,5,5,7,3,2,0
1495,17,4,3,4,7,3,6,6,5,4,5,4,5,5,7,3,2,0
1496,17,4,3,4,4,3,6,6,5,4,5,4,5,5,7,3,2,0
1497,17,4,3,4,4,7,6,6,5,4,5,4,5,5,7,3,2,0
1498,17,4,3,4,4,7,3,6,5,4,5,4,5,5,7,3,2,0
1499,17,4,3,4,4,7,3,6,5,4,5,4,5,5,7,3,2,0
1500,37,3,4,4,7,4,3,6,7,5,4,0,0,0,0,0,0,0
1501,37,3,4,4,7,4,3,6,5,7,5,4,0,0,0,0,0,0
1502,37,3,4,4,7,4,3,6,5,7,5,4,0,0,0,0,0,0
1503,37,4,4,7,4,3,6,5,7,5,4,0,0,0,0,0,0,0
1504,37,3,4,7,4,3,6,5,7,5,4,0,0,0,0,0,0,0
1505,37,3,4,7,4,3,6,5,7,5,4,0,0,0,0,0,0,0
1506,37,3,4,4,4,3,6,5,7,5,4,0,0,0,0,0,0,0
1507,37,3,4,4,7,3,6,5,7,5,4,0,0,0,0,0,0,0
1508,37,3,4,4,7,4,6,5,7,5,4,0,0,0,0,0,0,0
1509,37,3,4,4,7,4,3,5,7,5,4,0,0,0,0,0,0,0
